model,topic_id,word,score
BERTopic,0,bumi,0.05916013048184833
BERTopic,0,langit,0.052583168698293006
BERTopic,0,langit bumi,0.04820525152070333
BERTopic,0,cipta,0.022785578922724013
BERTopic,0,ada,0.022005825853305905
BERTopic,0,milik,0.020315355418461228
BERTopic,0,ada langit,0.02031152285878218
BERTopic,0,cipta langit,0.01910385523207708
BERTopic,0,ada bumi,0.018080417687312018
BERTopic,0,segala,0.017854850922427903
BERTopic,1,tuhan,0.0683979609864091
BERTopic,1,maha,0.02691603204423749
BERTopic,1,tuhan tuhan,0.01979255758078321
BERTopic,1,nama tuhan,0.019539496246691823
BERTopic,1,tuhan maha,0.018265195604366548
BERTopic,1,nama,0.015718488432670614
BERTopic,1,bijaksana,0.015336445453823094
BERTopic,1,maha bijaksana,0.015336445453823094
BERTopic,1,agung,0.01389142805019711
BERTopic,1,maha perkasa,0.013731401483727266
BERTopic,2,mati,0.06380652917659212
BERTopic,2,hidup,0.06218633144094524
BERTopic,2,akhirat,0.046617292363730085
BERTopic,2,dunia,0.03833308754730957
BERTopic,2,hidup dunia,0.02726434959187549
BERTopic,2,hidup mati,0.024811987512562826
BERTopic,2,mati hidup,0.022856818145591696
BERTopic,2,dunia akhirat,0.02185162906883716
BERTopic,2,nyawa,0.01735938075048054
BERTopic,2,bangkit,0.016006602387531245
BERTopic,3,iman,0.06648522634587285
BERTopic,3,banyak iman,0.01849525706357931
BERTopic,3,wahai iman,0.018194297847576247
BERTopic,3,iman kepada,0.016807220597153547
BERTopic,3,banyak,0.016112817613556266
BERTopic,3,tanda banyak,0.015753895617148298
BERTopic,3,benar,0.014864287435895959
BERTopic,3,dapat tanda,0.014856170889631128
BERTopic,3,benar dapat,0.01440197810256073
BERTopic,3,kufur,0.014078808841700863
BERTopic,4,ayat,0.10659235380827392
BERTopic,4,ayat ayat,0.07281340612788184
BERTopic,4,kitab,0.04161905243274369
BERTopic,4,baca,0.024461956085098654
BERTopic,4,dusta ayat,0.02351341620349412
BERTopic,4,jelas,0.01848395029351746
BERTopic,4,turun,0.01705581013669576
BERTopic,4,olok,0.01525471622881997
BERTopic,4,hikmah,0.014571678807658485
BERTopic,4,dusta,0.014146198798499189
BERTopic,5,istri,0.052443636559841994
BERTopic,5,perempuan,0.05107012331963041
BERTopic,5,laki,0.03063277608482766
BERTopic,5,istri istri,0.02658521318099329
BERTopic,5,saudara,0.022881197902163312
BERTopic,5,anak,0.022497773613233515
BERTopic,5,halal,0.020977187379725933
BERTopic,5,laki laki,0.02069072241515252
BERTopic,5,perempuan perempuan,0.019576970142271145
BERTopic,5,ibu,0.015833320318493046
BERTopic,6,anugerah,0.045435797309351676
BERTopic,6,karunia,0.031606634448810324
BERTopic,6,syukur,0.025783296416603763
BERTopic,6,rahmat,0.024683105934392775
BERTopic,6,harta,0.021100931063236548
BERTopic,6,nikmat,0.020191389607912842
BERTopic,6,beri,0.0150165410542535
BERTopic,6,kaya,0.014886000266226796
BERTopic,6,senang,0.013086783214044665
BERTopic,6,nikmat anugerah,0.012825759646415398
BERTopic,7,kafir,0.09437549951326359
BERTopic,7,kaum kafir,0.016480613239873473
BERTopic,7,azab,0.010852061240674346
BERTopic,7,kafir azab,0.010645602385377158
BERTopic,7,iman,0.009946731643971207
BERTopic,7,mukmin,0.009038476263336872
BERTopic,7,kafir hanya,0.008798194254609327
BERTopic,7,ada,0.008611499080016636
BERTopic,7,kafir benar,0.008516481908301727
BERTopic,7,sedia,0.00847218279006605
BERTopic,8,rasul,0.09129192213049186
BERTopic,8,rasul rasul,0.03345550559651285
BERTopic,8,orang rasul,0.02917037472393378
BERTopic,8,taat,0.01821127382179522
BERTopic,8,kepada,0.016421331317097995
BERTopic,8,orang,0.016309311134842918
BERTopic,8,datang,0.015895772483921638
BERTopic,8,benar,0.01402797901801755
BERTopic,8,percaya kepada,0.013997552473046907
BERTopic,8,rasul benar,0.012859152143299975
BERTopic,9,hari,0.1280109239148903
BERTopic,9,celaka hari,0.06075848684852444
BERTopic,9,hari dusta,0.05630419723761288
BERTopic,9,celaka,0.0446263930365807
BERTopic,9,dusta celaka,0.04221781531967144
BERTopic,9,dusta,0.040507848477415155
BERTopic,9,hari putus,0.037227130239847715
BERTopic,9,hari manusia,0.03378251834256773
BERTopic,9,hari bangkit,0.027129772666455925
BERTopic,9,bangkit,0.026745495232273254
BERTopic,10,dosa,0.13066734663687377
