model,topic_id,word,score
CTM,0,ayat,0.14995360374450684
CTM,0,ingat,0.12663836777210236
CTM,0,dosa,0.07497908174991608
CTM,0,baca,0.03520602360367775
CTM,0,dengar,0.033377375453710556
CTM,0,apabila,0.030177243053913116
CTM,0,dusta,0.028348594903945923
CTM,0,pasang,0.024691302329301834
CTM,0,jelas,0.019205361604690552
CTM,0,ajar,0.01646239124238491
CTM,0,guna,0.01509090606123209
CTM,0,kecil,0.013719421811401844
CTM,0,buta,0.013719421811401844
CTM,0,masa,0.01326226070523262
CTM,0,betapa,0.01326226070523262
CTM,1,benar,0.5322782397270203
CTM,1,janji,0.07604321092367172
CTM,1,setan,0.03761916607618332
CTM,1,ajar,0.03438345715403557
CTM,1,ambil,0.02872096560895443
CTM,1,israil,0.015778128057718277
CTM,1,hewan,0.01537366397678852
CTM,1,bani,0.014969199895858765
CTM,1,nyata,0.01213795505464077
CTM,1,ternak,0.010520100593566895
CTM,1,sihir,0.0093067092821002
CTM,1,banyak,0.008497782051563263
CTM,1,ulang,0.007688854355365038
CTM,1,angan,0.0068799271248281
CTM,1,khianat,0.0068799271248281
CTM,2,rasul,0.14550597965717316
CTM,2,sembah,0.07080971449613571
CTM,2,dusta,0.06497406959533691
CTM,2,datang,0.04124245047569275
CTM,2,bukti,0.03385063260793686
CTM,2,tanya,0.03307254612445831
CTM,2,nyata,0.029960202053189278
CTM,2,taat,0.028404030948877335
CTM,2,tiba,0.027236901223659515
CTM,2,ragu,0.02645881660282612
CTM,2,hanya,0.02645881660282612
CTM,2,utus,0.024902643635869026
CTM,2,bahkan,0.024902643635869026
CTM,2,dahulu,0.02140125446021557
CTM,2,selalu,0.021012211218476295
CTM,3,kaum,0.08346980065107346
CTM,3,tanda,0.05540328845381737
CTM,3,hidup,0.04612913727760315
CTM,3,mati,0.03612281754612923
CTM,3,waktu,0.034414421766996384
CTM,3,tentu,0.031241685152053833
CTM,3,putus,0.029289232566952705
CTM,3,binasa,0.02440810203552246
CTM,3,perhati,0.023675931617617607
CTM,3,bumi,0.02269970439374447
CTM,3,apabila,0.022455647587776184
CTM,3,selamat,0.019526969641447067
CTM,3,senang,0.019282912835478783
CTM,3,negeri,0.017818573862314224
CTM,3,tinggal,0.015378005802631378
CTM,4,kufur,0.05157788470387459
CTM,4,hati,0.04850529134273529
CTM,4,takut,0.037531737238168716
CTM,4,balas,0.03687332570552826
CTM,4,rasa,0.03489808738231659
CTM,4,kerja,0.02809448540210724
CTM,4,iman,0.02743607386946678
CTM,4,amal,0.026338718831539154
CTM,4,sekutu,0.02502189204096794
CTM,4,selalu,0.02458295039832592
CTM,4,kafir,0.02370506525039673
CTM,4,dengar,0.020851941779255867
CTM,4,bunuh,0.02019353024661541
CTM,4,suka,0.019096173346042633
CTM,4,tangan,0.018876703456044197
CTM,5,maha,0.22803626954555511
CTM,5,bumi,0.06770671159029007
CTM,5,langit,0.06241385266184807
CTM,5,tahu,0.061531711369752884
CTM,5,segala,0.054033488035202026
CTM,5,cipta,0.03528793901205063
CTM,5,dia,0.0313182957470417
CTM,5,sayang,0.029554007574915886
CTM,5,kuasa,0.025804899632930756
CTM,5,milik,0.021394183859229088
CTM,5,kam,0.02029150351881981
CTM,5,perkasa,0.019850432872772217
CTM,5,bijaksana,0.018527217209339142
CTM,5,ada,0.018306681886315346
