sura,ayat,0,1,2,3,4,5,6,7,8,9,10,11,12,13
2,140,0.004464286,0.004464286,0.004464286,0.004464286,0.004464286,0.004464286,0.40625003,0.004464286,0.18303572,0.004464286,0.004464286,0.004464286,0.18303572,0.18303572
2,141,0.0106382985,0.0106382985,0.0106382985,0.0106382985,0.117021285,0.0106382985,0.0106382985,0.0106382985,0.0106382985,0.0106382985,0.0106382985,0.43617022,0.117021285,0.22340426
2,142,0.0054347827,0.0054347827,0.0054347827,0.11413043,0.0054347827,0.059782613,0.11413043,0.0054347827,0.059782613,0.0054347827,0.2228261,0.0054347827,0.33152175,0.059782613
2,143,0.0027472526,0.057692304,0.16758241,0.0027472526,0.08516483,0.14010988,0.0027472526,0.0027472526,0.0027472526,0.0027472526,0.16758241,0.0027472526,0.14010988,0.22252747
2,144,0.003521127,0.109154925,0.003521127,0.003521127,0.038732395,0.038732395,0.038732395,0.003521127,0.2852113,0.003521127,0.07394366,0.003521127,0.14436619,0.25
2,145,0.13839285,0.004464286,0.049107146,0.004464286,0.004464286,0.004464286,0.004464286,0.004464286,0.004464286,0.049107146,0.27232143,0.004464286,0.13839285,0.3169643
2,146,0.16935484,0.08870968,0.008064517,0.008064517,0.008064517,0.08870968,0.16935484,0.008064517,0.008064517,0.008064517,0.08870968,0.25,0.008064517,0.08870968
2,147,0.011904763,0.13095239,0.13095239,0.011904763,0.011904763,0.011904763,0.011904763,0.011904763,0.011904763,0.13095239,0.011904763,0.13095239,0.13095239,0.25
2,148,0.005747127,0.005747127,0.005747127,0.005747127,0.005747127,0.17816092,0.12068965,0.005747127,0.12068965,0.005747127,0.06321839,0.005747127,0.17816092,0.29310346
2,149,0.007462687,0.15671642,0.007462687,0.007462687,0.007462687,0.007462687,0.007462687,0.007462687,0.30597016,0.007462687,0.007462687,0.007462687,0.23134328,0.23134328
