sura,ayat,dominant_topic,confidence
3,30,7,0.24285714
3,31,1,0.3153846
3,32,0,0.44285712
3,33,8,0.37272727
3,34,6,0.41
3,35,6,0.44375
3,36,7,0.42083335
3,37,7,0.25357142
3,38,9,0.47333333
3,39,4,0.555
3,40,7,0.37272727
3,41,9,0.3857143
3,42,7,0.25833333
3,43,0,0.23333332
3,44,4,0.31875
3,45,8,0.355
3,46,4,0.29999998
3,47,8,0.32105264
3,48,4,0.5857143
3,49,2,0.23333335
3,50,4,0.35882354
3,51,9,0.44285712
3,52,9,0.623077
3,53,4,0.31
3,54,7,0.8416667
3,55,3,0.33888888
3,56,9,0.34166667
3,57,1,0.23333332
3,58,8,0.45555556
3,59,7,0.31
3,60,3,0.18333334
3,61,7,0.204
3,62,6,0.623077
3,63,6,0.35
3,64,9,0.505
3,65,4,0.34166667
3,66,9,0.46363637
3,67,1,0.3923077
3,68,9,0.34444442
3,69,0,0.34444442
3,70,9,0.3875
3,71,6,0.31
3,72,4,0.31
3,73,8,0.36400002
3,74,8,0.5857143
3,75,4,0.35217392
3,76,8,0.7285714
3,77,3,0.22777778
3,78,9,0.27333334
3,79,4,0.25625
3,80,7,0.34444442
3,81,4,0.25357142
3,82,0,0.62
3,83,7,0.25625
3,84,9,0.27727273
3,85,8,0.34166667
3,86,4,0.35882354
3,87,9,0.29999998
3,88,3,0.7285714
3,89,6,0.5857143
3,90,9,0.5125
3,91,9,0.255
3,92,0,0.23846152
3,93,4,0.35882354
3,94,9,0.5857143
3,95,1,0.37272727
3,96,3,0.31
3,97,8,0.3
3,98,9,0.3923077
3,99,9,0.34
3,100,9,0.55454546
3,101,5,0.41764706
3,102,9,0.37272727
3,103,4,0.28928572
3,104,7,0.55454546
3,105,3,0.34166667
3,106,3,0.555
3,107,3,0.45555556
3,108,5,0.25833333
3,109,2,0.6454545
3,110,9,0.4263158
3,111,1,0.37272727
3,112,9,0.50454545
3,113,3,0.34166667
3,114,7,0.46923077
3,115,6,0.29999998
3,116,7,0.3923077
3,117,2,0.27727273
3,118,8,0.3115385
3,119,9,0.27307692
3,120,7,0.29047617
3,121,6,0.40666667
3,122,9,0.31
3,123,8,0.31
3,124,9,0.41
3,125,8,0.22142856
3,126,4,0.29285714
3,127,3,0.29999998
3,128,0,0.2625
3,129,2,0.3736842
3,130,8,0.31
3,131,3,0.44285712
3,132,0,0.62
3,133,2,0.28181818
3,134,7,0.43571427
3,135,1,0.43913046
3,136,3,0.54
3,137,5,0.34444442
3,138,5,0.2625
3,139,7,0.41
3,140,9,0.63125
3,141,9,0.62
3,142,0,0.23333332
3,143,6,0.3875
3,144,9,0.29047617
3,145,8,0.3115385
3,146,8,0.28333333
3,147,9,0.29999998
3,148,7,0.71
3,149,9,0.8272728
3,150,0,0.42
3,151,3,0.50555557
3,152,8,0.38846156
3,153,1,0.28333333
3,154,9,0.28245616
3,155,6,0.305
3,156,7,0.32500002
3,157,9,0.45555556
3,158,9,0.42
3,159,9,0.3115385
3,160,8,0.41
3,161,7,0.32105264
3,162,3,0.55454546
3,163,6,0.44285712
3,164,6,0.244
3,165,4,0.25625
3,166,8,0.25833333
3,167,9,0.42083335
3,168,7,0.25625
3,169,0,0.22142856
3,170,4,0.38125
3,171,8,0.34444442
3,172,9,0.42499998
3,173,9,0.5083333
3,174,8,0.34444442
3,175,0,0.42499998
3,176,9,0.3642857
3,177,9,0.34444442
3,178,9,0.29047617
3,179,9,0.3
3,180,2,0.15185185
3,181,9,0.29999998
3,182,9,0.44285712
3,183,4,0.3857143
3,184,4,0.34
3,185,3,0.32272726
3,186,4,0.25625
3,187,4,0.21249999
3,188,0,0.29047617
3,189,2,0.81000006
3,190,2,0.28181818
3,191,2,0.26842105
3,192,3,0.31
3,193,9,0.39444444
3,194,3,0.25833333
3,195,7,0.24594596
3,196,0,0.28181818
3,197,3,0.7625
3,198,3,0.50555557
3,199,4,0.4263158
3,200,7,0.42499998
4,1,7,0.284
4,2,7,0.59411764
4,3,7,0.50416666
4,4,4,0.38125
4,5,7,0.34
4,6,8,0.38863638
4,7,7,0.58750004
4,8,7,0.6066667
4,9,9,0.34
4,10,3,0.3642857
4,11,7,0.48548388
4,12,7,0.58358204
4,13,3,0.5352941
4,14,3,0.41764706
4,15,8,0.27727273
4,16,7,0.40666667
4,17,6,0.5352941
4,18,9,0.24285714
4,19,7,0.31379312
4,20,8,0.56111115
4,21,9,0.37272727
4,22,7,0.3153846
4,23,7,0.6790322
4,24,7,0.2935484
4,25,7,0.31666666
4,26,6,0.43571427
4,27,0,0.46363637
4,28,4,0.2625
4,29,7,0.36818182
4,30,8,0.42499998
4,31,1,0.54
4,32,9,0.43913046
4,33,7,0.47647062
4,34,7,0.38333336
4,35,7,0.4172414
4,36,7,0.38275865
4,37,3,0.34166667
4,38,0,0.3642857
4,39,9,0.42499998
4,40,9,0.42499998
4,41,4,0.34444442
4,42,9,0.34166667
4,43,7,0.26578948
4,44,0,0.46363637
4,45,0,0.5125
4,46,5,0.32500002
4,47,3,0.27727273
4,48,9,0.3153846
4,49,8,0.34166667
4,50,9,0.61
4,51,9,0.3923077
4,52,3,0.34444442
4,53,4,0.29999998
4,54,4,0.47333333
4,55,3,0.34166667
4,56,5,0.3736842
4,57,3,0.5761905
4,58,8,0.24285714
4,59,0,0.39444444
4,60,0,0.255
4,61,0,0.25833333
4,62,4,0.20666666
4,63,9,0.46363637
4,64,6,0.3375
4,65,9,0.29285714
4,66,9,0.39444444
4,67,9,0.42
4,68,0,0.62
4,69,0,0.28333333
4,70,6,0.42
4,71,0,0.37272727
4,72,0,0.25833333
4,73,0,0.25625
4,74,0,0.305
4,75,9,0.33809525
4,76,0,0.63125
4,77,9,0.47500002
4,78,9,0.3736842
4,79,9,0.46923077
4,80,0,0.56666666
4,81,0,0.29047617
4,82,9,0.55454546
4,83,8,0.3115385
4,84,9,0.41764706
4,85,0,0.19523808
4,86,7,0.3923077
4,87,9,0.37272727
4,88,9,0.4263158
4,89,0,0.35000002
4,90,9,0.31379312
4,91,4,0.221875
4,92,8,0.56545454
4,93,3,0.41764706
4,94,7,0.30333334
4,95,7,0.35000002
4,96,6,0.6375
4,97,2,0.36818182
4,98,7,0.61
4,99,6,0.6375
4,100,0,0.2652174
4,101,9,0.47333333
4,102,7,0.26964286
4,103,8,0.3857143
4,104,6,0.3736842
4,105,4,0.34166667
4,106,6,0.87142855
4,107,7,0.41
4,108,9,0.27333334
4,109,0,0.37272727
4,110,6,0.43571427
4,111,6,0.34166667
4,112,1,0.46363637
4,113,4,0.38846156
4,114,9,0.33809525
4,115,0,0.33888888
4,116,0,0.34166667
4,117,9,0.51666665
4,118,2,0.23333332
4,119,6,0.30869564
4,120,0,0.3153846
4,121,3,0.44285712
4,122,3,0.39444444
4,123,0,0.47647062
4,124,7,0.3642857
4,125,1,0.50714284
4,126,2,0.56666666
4,127,7,0.5392857
4,128,7,0.48400003
4,129,7,0.2652174
4,130,2,0.34166667
4,131,2,0.4136364
4,132,2,0.3875
4,133,9,0.37272727
4,134,7,0.3923077
4,135,7,0.42258066
4,136,4,0.36818182
4,137,9,0.6454545
4,138,3,0.29999998
4,139,9,0.42499998
4,140,4,0.22173913
4,141,8,0.26296297
4,142,7,0.3736842
4,143,9,0.34166667
4,144,9,0.29285714
4,145,0,0.31
4,146,5,0.20666666
4,147,6,0.3875
4,148,6,0.28181818
4,149,7,0.31
4,150,0,0.47647062
4,151,3,0.3875
4,152,0,0.34
4,153,4,0.39642859
4,154,3,0.305
4,155,9,0.455
4,156,1,0.5857143
4,157,8,0.32500002
4,158,6,0.5857143
4,159,9,0.28181818
4,160,0,0.19090909
4,161,8,0.3642857
4,162,4,0.32105264
4,163,4,0.30869564
4,164,4,0.46923077
4,165,6,0.29999998
4,166,4,0.46363637
4,167,0,0.56666666
4,168,0,0.29999998
4,169,3,0.5857143
4,170,6,0.305
4,171,7,0.19756098
4,172,4,0.29285714
4,173,9,0.255
4,174,4,0.46923077
4,175,0,0.28181818
4,176,7,0.57884616
5,1,8,0.555
5,2,0,0.23617022
5,3,8,0.31666666
5,4,8,0.3956522
5,5,7,0.2977273
5,6,5,0.23125
5,7,4,0.40666667
5,8,7,0.4136364
5,9,1,0.3875
5,10,5,0.5125
5,11,8,0.4263158
5,12,3,0.21891893
5,13,7,0.26296297
5,14,1,0.19375
5,15,4,0.71176475
5,16,0,0.33888888
5,17,8,0.3457143
5,18,2,0.22592592
5,19,4,0.4870968
5,20,4,0.33809525
5,21,9,0.5083333
5,22,9,0.34166667
5,23,8,0.25625
5,24,9,0.38125
5,25,9,0.34166667
5,26,8,0.29285714
5,27,7,0.47647062
5,28,5,0.34166667
5,29,3,0.5125
5,30,0,0.34444442
5,31,2,0.404
5,32,7,0.20285714
5,33,7,0.22173913
5,34,6,0.7625
5,35,0,0.23333332
5,36,9,0.35882354
5,37,3,0.34444442
5,38,7,0.39444444
5,39,6,0.3923077
5,40,2,0.45000002
5,41,9,0.222
5,42,7,0.24285714
5,43,0,0.28181818
5,44,9,0.29512197
5,45,2,0.27307692
5,46,4,0.3375
5,47,8,0.34166667
5,48,4,0.4152174
5,49,9,0.26296297
5,50,7,0.29999998
5,51,0,0.3791667
5,52,4,0.355
5,53,1,0.25833333
5,54,8,0.32580647
5,55,7,0.41
5,56,0,0.3875
5,57,4,0.21578947
5,58,5,0.34444442
5,59,9,0.5083333
5,60,9,0.305
5,61,4,0.3923077
5,62,8,0.3153846
5,63,9,0.3923077
5,64,9,0.34318182
5,65,9,0.29285714
5,66,4,0.22777778
5,67,4,0.35882354
5,68,4,0.3791667
5,69,1,0.35882354
5,70,0,0.27727273
5,71,0,0.46923077
5,72,9,0.42083335
5,73,9,0.47333333
5,74,6,0.71
5,75,8,0.29583332
5,76,4,0.34166667
5,77,0,0.32272726
5,78,8,0.43571427
5,79,7,0.61
5,80,3,0.42499998
5,81,9,0.55454546
5,82,0,0.4263158
5,83,5,0.35882354
5,84,9,0.34444442
5,85,3,0.44375
5,86,5,0.5125
5,87,8,0.46923077
5,88,8,0.31
5,89,7,0.40222222
5,90,1,0.33888888
5,91,8,0.27333334
5,92,0,0.46923077
5,93,1,0.3115385
5,94,8,0.32105264
5,95,7,0.30465117
5,96,8,0.4809524
5,97,6,0.26842105
5,98,6,0.6375
5,99,4,0.34444442
5,100,9,0.40666667
5,101,4,0.33809525
5,102,4,0.5125
5,103,4,0.28333333
5,104,9,0.35882354
5,105,4,0.34
5,106,7,0.29705882
5,107,7,0.39642859
5,108,9,0.41764706
5,109,6,0.3923077
5,110,4,0.2611111
5,111,0,0.25833333
5,112,8,0.39444444
5,113,8,0.6454545
5,114,8,0.25416666
5,115,3,0.23846152
5,116,6,0.3
5,117,9,0.56111115
5,118,6,0.61
5,119,3,0.63684213
5,120,2,0.71
7,2,4,0.5083333
7,3,8,0.42499998
7,4,3,0.46363637
7,5,9,0.5125
7,6,4,0.5857143
7,7,4,0.44285712
7,8,9,0.34444442
7,9,4,0.25833333
7,10,2,0.23846152
7,11,2,0.54
7,12,2,0.41
7,13,2,0.28181818
7,14,3,0.44285712
7,15,3,0.22
7,16,0,0.5857143
7,17,9,0.45555556
7,18,8,0.31
7,19,7,0.33888888
7,20,7,0.33809525
7,21,7,0.31
7,22,7,0.4269231
7,23,9,0.51
7,24,9,0.61
7,25,2,0.87142855
7,26,7,0.305
7,27,7,0.42258066
7,28,1,0.31875
7,29,9,0.40666667
7,30,0,0.6066667
7,31,7,0.47333333
7,32,2,0.16399999
7,33,9,0.27727273
7,34,4,0.37272727
7,35,4,0.29583332
7,36,3,0.42499998
7,37,9,0.4172414
7,38,3,0.4147059
7,39,7,0.31
7,40,3,0.32272726
7,41,9,0.37272727
7,42,3,0.3153846
7,43,0,0.33703706
7,44,3,0.32105264
7,45,0,0.67777777
7,46,2,0.255
7,47,9,0.34166667
7,48,9,0.29285714
7,49,3,0.34166667
7,50,3,0.27333334
7,51,7,0.39444444
7,52,4,0.28181818
7,53,9,0.27
7,54,2,0.503125
7,55,8,0.41
7,56,9,0.50625
7,57,8,0.27
7,58,2,0.4625
7,59,9,0.70000005
7,60,9,0.34444442
7,61,9,0.37272727
7,62,4,0.51
7,63,8,0.27333334
7,64,5,0.46363637
7,65,9,0.71
7,66,9,0.54615384
7,67,9,0.55454546
7,68,4,0.5125
7,69,7,0.26129034
7,70,9,0.3923077
7,71,9,0.30869564
7,72,3,0.3153846
7,73,9,0.36400002
7,74,9,0.25357142
7,75,9,0.50625
7,76,4,0.62
7,77,8,0.3153846
7,78,3,0.44285712
7,79,4,0.3923077
7,80,7,0.31
7,81,7,0.3923077
7,82,9,0.45555556
7,83,1,0.35
7,84,9,0.51666665
7,85,9,0.50333333
7,86,9,0.3857143
7,87,3,0.27333334
7,88,6,0.32105264
7,89,9,0.50384617
7,90,9,0.46363637
7,91,3,0.5857143
7,92,6,0.37272727
7,93,9,0.40666667
7,94,9,0.37272727
7,95,9,0.56875
7,96,9,0.39444444
7,97,9,0.42499998
7,98,9,0.54615384
7,99,9,0.55454546
7,100,9,0.29999998
7,101,4,0.4136364
7,102,9,0.6375
7,103,9,0.50625
7,104,2,0.23333332
7,105,4,0.3642857
7,106,6,0.2625
7,107,9,0.3875
7,108,5,0.44285712
7,109,2,0.23333332
7,110,8,0.42
7,111,4,0.23333332
7,112,4,0.62
7,113,4,0.31
7,114,9,0.62
7,115,8,0.51666665
7,116,5,0.28181818
7,117,9,0.41
7,118,1,0.29999998
7,119,3,0.42
7,120,9,0.42
7,121,3,0.525
7,122,9,0.775
7,123,4,0.22777778
7,124,5,0.68333334
7,125,9,0.7
7,126,5,0.29285714
7,127,9,0.44814816
7,128,2,0.25625
7,129,9,0.40666667
7,130,8,0.42499998
7,131,9,0.28333333
7,132,4,0.5857143
7,133,9,0.29999998
7,134,9,0.43333334
7,135,4,0.34444442
7,136,5,0.34444442
7,137,2,0.324
7,138,9,0.50555557
7,139,1,0.51666665
7,140,7,0.23333332
7,141,7,0.43913046
7,142,8,0.39642859
7,143,5,0.38529414
7,144,4,0.34
7,145,5,0.4136364
7,146,5,0.221875
7,147,1,0.23846152
7,148,7,0.32272726
7,149,6,0.42499998
7,150,9,0.31190476
7,151,6,0.37272727
7,152,7,0.3642857
7,153,6,0.51
7,154,9,0.46923077
7,155,9,0.35250002
7,156,9,0.33809525
7,157,7,0.1868421
7,158,9,0.33809525
7,159,9,0.31
7,160,2,0.32045457
7,161,9,0.4809524
7,162,9,0.55454546
7,163,4,0.32500002
7,164,9,0.50714284
7,165,9,0.46923077
7,166,5,0.2625
7,167,3,0.29999998
7,168,9,0.37272727
7,169,8,0.26764706
7,170,1,0.28181818
7,171,5,0.33888888
7,172,9,0.32272726
7,173,9,0.31
7,174,5,0.68333334
7,175,4,0.3153846
7,176,8,0.27307692
7,177,5,0.31
7,178,0,0.46363637
7,179,9,0.30869564
7,180,9,0.46923077
7,181,4,0.2625
7,182,5,0.45555556
7,183,4,0.35
7,184,0,0.31
7,185,2,0.50714284
7,186,0,0.6454545
7,187,9,0.44411767
7,188,4,0.3607143
7,189,8,0.27307692
7,190,6,0.3923077
7,191,2,0.29999998
7,192,0,0.5125
7,193,4,0.42499998
7,194,0,0.31
7,195,5,0.4789474
7,196,4,0.44285712
7,197,0,0.34166667
7,198,0,0.45555556
7,199,7,0.44285712
7,200,6,0.73636365
7,201,2,0.25833333
7,202,0,0.56666666
7,203,9,0.40500003
7,204,5,0.35
7,205,9,0.44375
7,206,9,0.34444442
8,1,0,0.4789474
8,2,9,0.50714284
8,3,4,0.29999998
8,4,9,0.37272727
8,5,9,0.51
8,6,5,0.2625
8,7,8,0.305
8,8,1,0.29999998
8,9,4,0.31875
8,10,4,0.3642857
8,11,1,0.26842105
8,12,9,0.4136364
8,13,0,0.6375
8,14,3,0.35
8,15,9,0.67777777
8,16,0,0.255
8,17,6,0.27333334
8,18,7,0.42
8,19,4,0.26842105
8,20,0,0.34444442
8,21,5,0.42
8,22,2,0.46363637
8,23,9,0.39444444
8,24,9,0.28333333
8,25,9,0.51
8,26,8,0.29999998
8,27,7,0.34166667
8,28,7,0.41
8,29,9,0.50714284
8,30,7,0.70500004
8,31,5,0.50714284
8,32,2,0.23333332
8,33,0,0.21
8,34,9,0.3642857
8,35,1,0.175
8,36,0,0.38125
8,37,3,0.27333334
8,38,9,0.37272727
8,39,0,0.175
8,40,0,0.41
8,41,2,0.19615385
8,42,9,0.25277779
8,43,4,0.22777778
8,44,5,0.47333333
8,45,9,0.5083333
8,46,0,0.23846152
8,47,0,0.27333334
8,48,9,0.36400002
8,49,6,0.3923077
8,50,3,0.31875
8,51,9,0.44285712
8,52,9,0.29999998
8,53,6,0.34166667
8,54,9,0.305
8,55,9,0.3875
8,56,8,0.5125
8,57,6,0.31
8,58,7,0.37272727
8,59,0,0.45555556
8,60,0,0.29047617
8,61,6,0.37272727
8,62,9,0.34444442
8,63,9,0.41764706
8,64,9,0.5857143
8,65,9,0.45909092
8,66,8,0.455
8,67,7,0.28333333
8,68,9,0.61
8,69,6,0.29285714
8,70,6,0.305
8,71,6,0.28181818
8,72,0,0.31025642
8,73,9,0.50714284
8,74,0,0.31875
8,75,9,0.25625
9,1,9,0.31
9,2,9,0.204
9,3,8,0.44375
9,4,6,0.23461539
9,5,9,0.43571427
9,6,9,0.31875
9,7,8,0.27333334
9,8,5,0.37272727
9,9,8,0.5125
9,10,7,0.44375
9,11,8,0.34166667
9,12,9,0.27727273
9,13,3,0.23846152
9,14,6,0.5083333
9,15,0,0.3642857
9,16,1,0.34
9,17,7,0.21578947
9,18,0,0.355
9,19,7,0.34166667
9,20,3,0.37272727
9,21,9,0.3875
9,22,7,0.45000002
9,23,7,0.409375
9,24,6,0.17083333
9,25,9,0.3153846
9,26,6,0.7625
9,27,9,0.255
9,28,8,0.29999998
9,29,1,0.38125
9,30,6,0.34
9,31,8,0.3923077
9,32,0,0.175
9,33,0,0.22173913
9,34,3,0.47333333
9,35,2,0.2935484
9,36,8,0.41111112
9,37,7,0.43333334
9,38,7,0.20666666
9,39,0,0.28857145
9,40,7,0.47333333
9,41,9,0.26296297
9,42,6,0.28181818
9,43,8,0.3153846
9,44,8,0.46923077
9,45,7,0.38125
9,46,9,0.35217392
9,47,9,0.25625
9,48,3,0.20666666
9,49,9,0.34166667
9,50,8,0.34444442
9,51,3,0.4263158
9,52,9,0.34166667
9,53,0,0.46923077
9,54,7,0.39444444
9,55,3,0.34444442
9,56,0,0.3642857
9,57,9,0.6066667
9,58,9,0.29285714
9,59,7,0.255
9,60,9,0.5352941
9,61,9,0.51
9,62,3,0.3923077
9,63,7,0.3153846
9,64,1,0.50625
9,65,9,0.57857144
9,66,7,0.6529412
9,67,3,0.41764706
9,68,9,0.3375
9,69,4,0.35000002
9,70,7,0.444
9,71,3,0.6130435
9,72,3,0.3923077
9,73,7,0.26296297
9,74,9,0.34
9,75,0,0.29999998
9,76,9,0.25833333
9,77,6,0.51
9,78,9,0.42499998
9,79,1,0.45000002
9,80,9,0.324
9,81,7,0.2625
9,82,9,0.32272726
9,83,7,0.25625
9,84,7,0.50714284
9,85,0,0.29999998
9,86,0,0.34444442
9,87,7,0.42499998
9,88,3,0.8272728
9,89,9,0.3736842
9,90,9,0.29999998
9,91,4,0.31875
9,92,9,0.33888888
9,93,4,0.32500002
9,94,3,0.28181818
9,95,9,0.56666666
9,96,6,0.38125
9,97,1,0.26842105
9,98,9,0.35217392
9,99,3,0.55
9,100,9,0.31875
9,101,6,0.5352941
9,102,6,0.3923077
9,103,6,0.65000004
9,104,7,0.23846152
9,105,6,0.55454546
9,106,1,0.14090909
9,107,7,0.36400002
9,108,3,0.23461539
9,109,2,0.27333334
9,110,0,0.244
9,111,7,0.455
9,112,9,0.43571427
9,113,8,0.29583332
9,114,0,0.3923077
9,115,2,0.55454546
9,116,6,0.4136364
9,117,6,0.3375
9,118,8,0.29999998
9,119,1,0.3
9,120,7,0.40666667
9,121,8,0.39444444
9,122,9,0.50714284
9,123,9,0.56875
9,124,9,0.71
9,125,8,0.37272727
9,126,5,0.24117647
9,127,6,0.26842105
9,128,9,0.51
10,1,5,0.56666666
10,2,9,0.29583332
10,3,8,0.3956522
10,4,2,0.2652174
10,5,6,0.35217392
10,6,2,0.25833333
10,7,7,0.3923077
10,8,3,0.42
10,9,3,0.34
10,10,1,0.39444444
10,11,9,0.41764706
10,12,9,0.27307692
10,13,9,0.29583332
