sura,ayat,0,1,2,3,4,5,6,7,8,9
2,189,0.0043478264,0.0043478264,0.09130435,0.09130435,0.09130435,0.1347826,0.0043478264,0.17826086,0.22173913,0.17826086
2,190,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.41,0.01
2,191,0.43333334,0.004761905,0.004761905,0.004761905,0.052380953,0.052380953,0.004761905,0.19523808,0.052380953,0.19523808
2,192,0.016666668,0.016666668,0.016666668,0.016666668,0.016666668,0.016666668,0.68333334,0.016666668,0.18333334,0.016666668
2,193,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.41
2,194,0.055,0.055,0.155,0.005,0.005,0.005,0.005,0.055,0.40500003,0.255
2,195,0.19090909,0.009090909,0.009090909,0.1,0.009090909,0.009090909,0.009090909,0.37272727,0.1,0.19090909
2,196,0.0017857143,0.09107143,0.037499998,0.073214285,0.0017857143,0.0017857143,0.073214285,0.23392858,0.25178573,0.23392858
2,197,0.0035714286,0.039285716,0.11071428,0.039285716,0.0035714286,0.0035714286,0.0035714286,0.46785715,0.11071428,0.21785714
2,198,0.099999994,0.19523808,0.004761905,0.004761905,0.19523808,0.004761905,0.099999994,0.052380953,0.19523808,0.14761904
2,199,0.01,0.01,0.01,0.01,0.21,0.01,0.61,0.01,0.01,0.11
2,200,0.005,0.205,0.005,0.005,0.005,0.005,0.005,0.255,0.155,0.355
2,201,0.1,0.009090909,0.009090909,0.19090909,0.009090909,0.009090909,0.009090909,0.37272727,0.1,0.19090909
2,202,0.0125,0.0125,0.0125,0.0125,0.2625,0.0125,0.1375,0.1375,0.0125,0.3875
2,203,0.0045454544,0.14090909,0.0045454544,0.095454544,0.05,0.0045454544,0.0045454544,0.05,0.32272726,0.32272726
2,204,0.07333334,0.006666667,0.07333334,0.006666667,0.07333334,0.07333334,0.006666667,0.27333334,0.07333334,0.34
2,205,0.08461539,0.0076923077,0.3153846,0.0076923077,0.0076923077,0.0076923077,0.0076923077,0.08461539,0.16153845,0.3153846
2,206,0.005882353,0.064705886,0.005882353,0.29999998,0.123529404,0.064705886,0.005882353,0.005882353,0.064705886,0.35882354
2,207,0.01,0.01,0.21,0.01,0.01,0.01,0.21,0.11,0.11,0.31
2,208,0.14999999,0.29285714,0.007142857,0.07857143,0.07857143,0.007142857,0.007142857,0.07857143,0.07857143,0.22142856
2,209,0.008333334,0.008333334,0.008333334,0.008333334,0.34166667,0.008333334,0.5083333,0.008333334,0.008333334,0.09166667
2,210,0.006666667,0.006666667,0.40666667,0.40666667,0.07333334,0.006666667,0.006666667,0.006666667,0.006666667,0.07333334
2,211,0.00625,0.00625,0.00625,0.00625,0.56875,0.00625,0.19375,0.06875,0.06875,0.06875
2,212,0.005,0.005,0.005,0.205,0.055,0.105,0.005,0.155,0.155,0.305
2,213,0.14878048,0.0024390244,0.0024390244,0.099999994,0.3682927,0.0024390244,0.051219508,0.0024390244,0.17317073,0.14878048
2,214,0.24285714,0.004761905,0.052380953,0.099999994,0.19523808,0.004761905,0.099999994,0.004761905,0.099999994,0.19523808
2,215,0.14761904,0.004761905,0.004761905,0.004761905,0.099999994,0.004761905,0.052380953,0.4809524,0.099999994,0.099999994
2,216,0.06875,0.13125,0.00625,0.06875,0.00625,0.00625,0.00625,0.13125,0.13125,0.44375
2,217,0.35952383,0.12142857,0.07380952,0.09761904,0.049999997,0.0023809525,0.0023809525,0.07380952,0.049999997,0.16904762
2,218,0.28181818,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.37272727,0.1,0.009090909,0.19090909
2,219,0.040740743,0.11481481,0.0037037039,0.0037037039,0.33703706,0.07777777,0.0037037039,0.11481481,0.07777777,0.22592592
2,220,0.0033333334,0.0033333334,0.0033333334,0.0033333334,0.13666667,0.0033333334,0.13666667,0.37,0.03666667,0.30333334
2,221,0.047727272,0.0022727272,0.047727272,0.070454545,0.025,0.070454545,0.0022727272,0.34318182,0.16136363,0.22954546
2,222,0.042307694,0.0038461538,0.0038461538,0.0038461538,0.19615385,0.042307694,0.19615385,0.19615385,0.1576923,0.1576923
2,223,0.005882353,0.005882353,0.005882353,0.005882353,0.29999998,0.005882353,0.064705886,0.24117647,0.18235293,0.18235293
2,224,0.07333334,0.006666667,0.07333334,0.006666667,0.006666667,0.006666667,0.20666666,0.40666667,0.07333334,0.14
2,225,0.008333334,0.008333334,0.008333334,0.008333334,0.008333334,0.008333334,0.34166667,0.5083333,0.09166667,0.008333334
