model,topic_id,word,score
BERTopic,0,bumi,0.062481464943732065
BERTopic,0,langit,0.05432416509844823
BERTopic,0,langit bumi,0.047848495139232144
BERTopic,0,cipta,0.024946813776214303
BERTopic,0,ada,0.023260383853985534
BERTopic,0,maha,0.021304356635972823
BERTopic,0,milik,0.01974289397702777
BERTopic,0,cipta langit,0.01930952623115647
BERTopic,0,ada langit,0.019211436839650955
BERTopic,0,segala,0.01905350341761333
BERTopic,1,iman,0.06394763699001974
BERTopic,1,wahai iman,0.018465292400488127
BERTopic,1,banyak,0.015097154539203359
BERTopic,1,benar,0.013868312295389963
BERTopic,1,wahai,0.013784647361563882
BERTopic,1,iman jangan,0.012916451025787354
BERTopic,1,iman kepada,0.01239957412870005
BERTopic,1,kepada,0.012322754045490507
BERTopic,1,antara,0.012276393030315337
BERTopic,1,banyak iman,0.011424443217460027
BERTopic,2,hidup,0.05374139624504172
BERTopic,2,mati,0.05320138825224795
BERTopic,2,akhirat,0.04087174980803705
BERTopic,2,dunia,0.034810847884831436
BERTopic,2,hidup dunia,0.023615354877641985
BERTopic,2,hidup mati,0.021551958078236805
BERTopic,2,mati hidup,0.018551005193561374
BERTopic,2,dunia akhirat,0.017932701777049663
BERTopic,2,dia,0.01687504199341963
BERTopic,2,bunuh,0.014866308936717348
BERTopic,3,jihad,0.02316770238307249
BERTopic,3,nabi,0.022855752499002686
BERTopic,3,muslim,0.019225914538393132
BERTopic,3,arab,0.018171845250705487
BERTopic,3,agama,0.01500617761870771
BERTopic,3,islam,0.014219774591738942
BERTopic,3,ibrahim,0.013053532050924513
BERTopic,3,masjid,0.012932452361065046
BERTopic,3,iman,0.012507738478299045
BERTopic,3,masjidilharam,0.011375819673391152
BERTopic,4,ayat,0.11174593753136976
BERTopic,4,ayat ayat,0.07455054464059009
BERTopic,4,kitab,0.046679413422758574
BERTopic,4,dusta ayat,0.02585766957269454
BERTopic,4,baca,0.023439562508338237
BERTopic,4,turun,0.01871069847921958
BERTopic,4,jelas,0.01698730386795198
BERTopic,4,dusta,0.016173519403026897
BERTopic,4,hikmah,0.015089561601140854
BERTopic,4,baca ayat,0.013870754600414882
BERTopic,5,tuhan,0.08422133228202379
BERTopic,5,maha,0.02437032077969522
BERTopic,5,tuhan tuhan,0.021830636370159296
BERTopic,5,nama tuhan,0.02172085030347942
BERTopic,5,tuhan maha,0.020635346267903594
BERTopic,5,nama,0.017930195192681058
BERTopic,5,agung,0.015743615989646
BERTopic,5,benar,0.014052788435073307
BERTopic,5,tuhan benar,0.014036409216423155
BERTopic,5,tinggi,0.013651985041039195
BERTopic,6,malam,0.0915693543892978
BERTopic,6,bintang,0.05731072679762524
BERTopic,6,siang,0.05490507405210381
BERTopic,6,matahari,0.04008065834971989
BERTopic,6,waktu,0.03571573304339464
BERTopic,6,pagi,0.035677327290086
BERTopic,6,petang,0.03240917981269964
BERTopic,6,bulan,0.030568643222509153
BERTopic,6,malam siang,0.02938132835654141
BERTopic,6,bintang bintang,0.029260649638100402
BERTopic,7,istri,0.05714881357786855
BERTopic,7,perempuan,0.05587925406382668
BERTopic,7,laki,0.034859255354873296
BERTopic,7,istri istri,0.028217465939918723
BERTopic,7,saudara,0.025525697744761662
BERTopic,7,anak,0.02493089152911952
BERTopic,7,laki laki,0.02305257063064982
BERTopic,7,halal,0.022730424287047284
BERTopic,7,perempuan perempuan,0.020354824603436694
BERTopic,7,bagi,0.018300779081180125
BERTopic,8,kafir,0.11083802563378131
BERTopic,8,kaum kafir,0.01749389019913258
BERTopic,8,iman,0.013037937763446014
BERTopic,8,azab,0.012307942040876752
BERTopic,8,ada,0.01145356326394977
BERTopic,8,beri,0.011004117378682092
BERTopic,8,benar,0.010579020869630609
BERTopic,8,kafir benar,0.010412315079528483
BERTopic,8,sedia,0.010270923553727565
BERTopic,8,hari,0.010242108863870388
BERTopic,9,anugerah,0.05634417427542112
BERTopic,9,karunia,0.040883299121927376
BERTopic,9,syukur,0.03258848879111977
BERTopic,9,harta,0.025366054202634502
BERTopic,9,rahmat,0.025232197131743905
BERTopic,9,nikmat,0.022729420484233008
BERTopic,9,kaya,0.01972525270154405
BERTopic,9,beri,0.018548426467707026
BERTopic,9,senang,0.01762630685399263
BERTopic,9,besar,0.017500176814691883
BERTopic,10,rasul,0.10767399116236877
BERTopic,10,rasul rasul,0.042202487562649126
BERTopic,10,orang rasul,0.028555575257570763
BERTopic,10,kepada,0.01995584848779782
BERTopic,10,taat,0.018347588254620073
BERTopic,10,datang,0.018155435968551834
BERTopic,10,orang,0.017455702788520867
BERTopic,10,benar,0.016648974765987184
BERTopic,10,utus,0.015201250495802976
BERTopic,10,taat rasul,0.014563867935796853
BERTopic,11,dosa,0.14173190053505658
BERTopic,11,dosa dosa,0.05696825584905888
BERTopic,11,pikul,0.02592648515373016
BERTopic,11,ampun,0.02195793519249634
BERTopic,11,buat dosa,0.020385582426035276
BERTopic,11,pikul dosa,0.020283063522161627
BERTopic,11,dosa besar,0.017747680581891426
BERTopic,11,buat,0.01649301290555445
BERTopic,11,salah,0.015706476134066914
BERTopic,11,ada,0.014141920733873816
BERTopic,12,malaikat,0.1325679484779717
BERTopic,12,malaikat malaikat,0.02490451466459328
BERTopic,12,sujud,0.02242493314419758
BERTopic,12,turun malaikat,0.021146538210375487
BERTopic,12,malaikat sujud,0.016689538319255428
BERTopic,12,turun,0.01630598942943008
BERTopic,12,nama,0.013666043610437084
BERTopic,12,tuhan,0.012811398630178902
BERTopic,12,datang malaikat,0.011906717242437066
BERTopic,12,sujud iblis,0.011906717242437066
BERTopic,13,hamba,0.16909229906705225
BERTopic,13,hamba hamba,0.10448744902075041
BERTopic,13,antara hamba,0.030774206311376704
BERTopic,13,hamba pilih,0.022661742920957132
BERTopic,13,rezeki,0.021984751253957834
BERTopic,13,hendak antara,0.018476939628574062
BERTopic,13,pilih,0.018363828560628227
BERTopic,13,maha,0.017687639510286613
BERTopic,13,antara,0.017016620859054754
BERTopic,13,dia,0.016182899111869292
BERTopic,14,hari,0.15663171178215346
BERTopic,14,celaka hari,0.07404141432812522
BERTopic,14,hari dusta,0.06854622388562949
BERTopic,14,celaka,0.06031194254189767
BERTopic,14,dusta celaka,0.05122326748100693
BERTopic,14,dusta,0.04952323206516144
BERTopic,14,hari putus,0.045107448416970675
BERTopic,14,hari manusia,0.034273111942814745
BERTopic,14,main,0.03261470042030158
BERTopic,14,balas hari,0.03218073643229731
BERTopic,15,anak,0.09193361204484124
BERTopic,15,anak anak,0.05537556564782189
BERTopic,15,harta,0.04227675700439084
BERTopic,15,keluarga,0.036338599506683666
BERTopic,15,yatim,0.035817502121368784
BERTopic,15,anak yatim,0.03417818440419983
BERTopic,15,harta anak,0.03211257195082339
BERTopic,15,barang,0.03000063559786955
BERTopic,15,miskin,0.022517757290959103
BERTopic,15,kerabat,0.02101295663529575
BERTopic,16,neraka,0.1204116321240292
BERTopic,16,api neraka,0.03828624280060885
BERTopic,16,huni neraka,0.031338361242442346
BERTopic,16,huni,0.030378205140751947
BERTopic,16,api,0.028600362554271667
BERTopic,16,buruk,0.027301477982670967
BERTopic,16,kekal dalam,0.026279186714400066
BERTopic,16,tempat,0.02624064398357932
BERTopic,16,kekal,0.025146454916612042
BERTopic,16,dalam,0.02195073714850958
BERTopic,17,rusa,0.04262296852454457
BERTopic,17,buat rusa,0.0395792605062647
BERTopic,17,ternak,0.028038503860417178
BERTopic,17,sapi,0.027639661249404653
BERTopic,17,buat,0.026254400953360964
BERTopic,17,hewan,0.02561010973934775
BERTopic,17,keburu,0.02561010973934775
BERTopic,17,ekor,0.022379686927773628
BERTopic,17,hewan ternak,0.021858394009411183
BERTopic,17,tujuh,0.01800290210772902
BERTopic,18,jangan,0.07468285843042852
BERTopic,18,bukankah,0.03065746585066644
BERTopic,18,gesa,0.02668864551597933
BERTopic,18,jangan sekali,0.026685389250102883
BERTopic,18,sekali kali,0.02582626318718844
BERTopic,18,tidak,0.02510816768647321
BERTopic,18,kali,0.02455813374992311
BERTopic,18,sekali,0.02366456144983277
BERTopic,18,tipu,0.021547232285159836
BERTopic,18,jangan jadi,0.020990115342177765
BERTopic,19,takut,0.11822528744828831
BERTopic,19,rasa takut,0.047394355745090905
BERTopic,19,rasa,0.0323104760263066
BERTopic,19,sedih,0.02654724824848471
BERTopic,19,hati,0.02523590123141274
BERTopic,19,tuhan takut,0.020833729005160843
BERTopic,19,takut timpa,0.019515573021632447
BERTopic,19,takut tuhan,0.016666983204128672
BERTopic,19,takut azab,0.016666983204128672
BERTopic,19,sakit,0.016341544529159986
BERTopic,20,tiga,0.05686617376802692
BERTopic,20,main,0.046196630142883305
BERTopic,20,takwa,0.03814538006659243
BERTopic,20,tanya urus,0.03802081946288865
BERTopic,20,wahai utus,0.03802081946288865
BERTopic,20,ganjar takwa,0.03802081946288865
BERTopic,20,urus penting,0.03802081946288865
BERTopic,20,penting wahai,0.03802081946288865
